"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"Autos Quito Mancheno","","","4.3","43","","ninguno","","true","Concesionario de automóviles","Joaquín Mancheno y Av. Galo Plaza Lasso, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autos+Quito+Mancheno/data=!4m7!3m6!1s0x91d58f7d2108389b:0xd4753eea81b438d6!8m2!3d-0.1016438!4d-78.4725822!16s%2Fg%2F11wnjygls6!19sChIJmzgIIX2P1ZER1ji0geo-ddQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Grupo Comercial Erazo (Norte)","(02) 241-0022","","4.7","18","","ninguno","","true","Concesionario de automóviles","Av. Mariscal Sucre y Manuel Valdiviezo N50-133 y, 170514 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Grupo+Comercial+Erazo+%28Norte%29/data=!4m7!3m6!1s0x91d58ff99cbdd963:0xa5bbdf9d2ad4a43!8m2!3d-0.1476261!4d-78.4989283!16s%2Fg%2F11cs3y9_vn!19sChIJY9m9nPmP1ZERQ0qt0vm9Wwo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Autos Quito","098 904 3602","","3.4","757","","ninguno","","true","Compraventa de automóviles","Av. Galo Plaza Lasso esquina, 170307 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autos+Quito/data=!4m7!3m6!1s0x91d58f7d1f74ee01:0x1c1a01cb4902fed1!8m2!3d-0.1133467!4d-78.4789092!16s%2Fg%2F11fy_ngyts!19sChIJAe50H32P1ZER0f4CScsBGhw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"GAMA AUTOS MATRIZ","099 806 2197","","4.5","13","https://www.facebook.com/GamaAutosMatriz","solo_red_social","","true","Compraventa de automóviles","Eloy Alfaro, y y Fray Leonardo Murialdo, 170514 Quito","La Mariscal, Quito","https://www.google.com/maps/place/GAMA+AUTOS+MATRIZ/data=!4m7!3m6!1s0x91d58f085b066089:0x565645c465b45ecb!8m2!3d-0.1301101!4d-78.4708589!16s%2Fg%2F11x2kxg7y3!19sChIJiWAGWwiP1ZERy160ZcRFVlY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Q-Motors Patio De Autos","099 873 3049","","3.8","92","","ninguno","","true","Concesionario de automóviles","Galo Pl. Lasso, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Q-Motors+Patio+De+Autos/data=!4m7!3m6!1s0x91d58f6d0ec22f1d:0xc1f08581aa848cfa!8m2!3d-0.0990522!4d-78.4549005!16s%2Fg%2F11bz0w2jw4!19sChIJHS_CDm2P1ZER-oyEqoGF8ME?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Kia - Asiauto Matriz","1700 542 542","","4.2","1274","https://www.kia.com/ec/shopping-tools/find-a-dealer.html","sitio_propio","2021","true","Concesionario Kia","Av. Galo Plaza Lasso y De los Cedros N73-40 Y, 170303 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Kia+-+Asiauto+Matriz/data=!4m7!3m6!1s0x91d5855a6877245b:0x6e142baf42218cac!8m2!3d-0.1230954!4d-78.4798514!16s%2Fg%2F11gn20c50n!19sChIJWyR3aFqF1ZERrIwhQq8rFG4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Concesionario Full Autos - Sucursal Galo Plaza Lasso","099 108 8880","","3.7","167","https://www.full-autos.com/","sitio_propio","2026","false","Concesionario de automóviles","Av. Galo Plaza Lasso y Porfirio Romero N54-07 y, 170502 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Concesionario+Full+Autos+-+Sucursal+Galo+Plaza+Lasso/data=!4m7!3m6!1s0x91d585f110f418eb:0x485272f0034bf049!8m2!3d-0.1385391!4d-78.4827244!16s%2Fg%2F11r9yc1kyl!19sChIJ6xj0EPGF1ZERSfBLA_ByUkg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Autos Quito S.A.","099 283 0682","","3.6","109","https://linktr.ee/Autosquitosa","solo_red_social","","true","Concesionario de automóviles","Av. Eloy Alfaro N40-748, 150176 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autos+Quito+S.A./data=!4m7!3m6!1s0x91d591f4102736d7:0x38b0b12dc1061225!8m2!3d-0.166992!4d-78.4685514!16s%2Fg%2F11rp1820b3!19sChIJ1zYnEPSR1ZERJRIGwS2xsDg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Hyundai Trustmotor Matriz","099 910 1144","","4","478","https://www.hyundai.com.ec/","sitio_propio","","true","Concesionario de automóviles","Av. Galo Plaza Lasso, y y Av. 6 de Diciembre, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Hyundai+Trustmotor+Matriz/data=!4m7!3m6!1s0x91d585639bd6f723:0x65ba177cca4b41c8!8m2!3d-0.1218942!4d-78.4799103!16s%2Fg%2F11cjkvq5wd!19sChIJI_fWm2OF1ZERyEFLynwXumU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Autocor Av. 6 de Diciembre","096 770 2220","datospersonales@autocor.com.ec","4.7","382","http://www.autocor.com.ec/","sitio_propio","2026","false","Compraventa de automóviles","Av. 6 de Diciembre y SN 61 Y, 170513 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autocor+Av.+6+de+Diciembre/data=!4m7!3m6!1s0x91d585a27d067a37:0x3532252f877cce2f!8m2!3d-0.1271848!4d-78.4779654!16s%2Fg%2F11s7gfqr63!19sChIJN3oGfaKF1ZERL858hy8lMjU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"AUTOS PARATI","098 344 3966","","5","11","https://autosparati.com.ec/","sitio_propio","2026","false","Concesionario de automóviles","panamericana norte, y y Leonidas Proaño, 170155 Quito","La Mariscal, Quito","https://www.google.com/maps/place/AUTOS+PARATI/data=!4m7!3m6!1s0x91d58f871b10456b:0x7e7564308cd0b50b!8m2!3d-0.1051224!4d-78.4332609!16s%2Fg%2F11zbfppn4z!19sChIJa0UQG4eP1ZERC7XQjDBkdX4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"GAVIL MOTORS","099 803 9813","","3.8","32","https://gavilmotors.github.io/","sitio_propio","","false","Concesionario de automóviles","Amalia Uriguen, con y Francisco de Albornoz, 170201 Quito","La Mariscal, Quito","https://www.google.com/maps/place/GAVIL+MOTORS/data=!4m7!3m6!1s0x91d58f193f436bbd:0xdd38509a27a2bc24!8m2!3d-0.080525!4d-78.4182741!16s%2Fg%2F11vm7wxxk7!19sChIJvWtDPxmP1ZERJLyiJ5pQON0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Proauto Chevrolet - Camiones","098 330 5525","","4.2","653","https://www.proautochevrolet.com.ec/?utm_source=google&utm_medium=banner&utm_id=business","sitio_propio","","false","Concesionario Chevrolet","Av. Simón Bolívar, 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Proauto+Chevrolet+-+Camiones/data=!4m7!3m6!1s0x91d58f9e7477fc73:0xaff0767300cc835!8m2!3d-0.1132417!4d-78.457815!16s%2Fg%2F1hd_p9f_v!19sChIJc_x3dJ6P1ZERNcgMMGcH_wo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"AUTOS FÉNIX","098 839 0621","","4.7","9","","ninguno","","true","Tienda de vehículos de segunda mano y de ocasión","Av. 6 de Diciembre, y y De los Pinos, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/AUTOS+F%C3%89NIX/data=!4m7!3m6!1s0x91d58ff2ad08f0f1:0x5afed003ec4782b5!8m2!3d-0.1374244!4d-78.4732635!16s%2Fg%2F11z5nffrfs!19sChIJ8fAIrfKP1ZERtYJH7APQ_lo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Tu Carro Fast","098 381 8514","","3.6","58","http://tucarrofast.com/","sitio_propio","","false","Concesionario de automóviles","Av. Galo Plaza Lasso &, 170310 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Tu+Carro+Fast/data=!4m7!3m6!1s0x91d5858678513549:0x44928dfca8b7bde0!8m2!3d-0.1086711!4d-78.4778054!16s%2Fg%2F11t5x5nqw6!19sChIJSTVReIaF1ZER4L23qPyNkkQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Grupo Roldan / JAC Motors / JETOUR / YTO / SANY / Comercial Roldan Carapungo","098 285 7679","comercialroldan2018@gmail.com","4.8","17","http://www.carlosroldan.com.ec/","sitio_propio","","false","Concesionario de automóviles","Av. Simón Bolívar, 170306 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Grupo+Roldan+%2F+JAC+Motors+%2F+JETOUR+%2F+YTO+%2F+SANY+%2F+Comercial+Roldan+Carapungo/data=!4m7!3m6!1s0x91d58f5a30375965:0x244038ab92b548f!8m2!3d-0.111668!4d-78.4581624!16s%2Fg%2F11ks3dq_97!19sChIJZVk3MFqP1ZERj1QruYoDRAI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Toyota del Ecuador","(02) 396-2500","","4.6","149","https://www.toyota.com.ec/","sitio_propio","","false","Concesionario de automóviles","Av. Galo Plaza Lasso N69-309 y, 150511 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Toyota+del+Ecuador/data=!4m7!3m6!1s0x91d58580564c9891:0x2d1585537c2fe966!8m2!3d-0.1081831!4d-78.4780528!16s%2Fg%2F11c3j96t1f!19sChIJkZhMVoCF1ZERZukvfFOFFS0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Chery Condado","099 105 0600","","4.9","15","https://www.maresacenter.com/","sitio_propio","","false","Concesionario de vehículos todoterreno","Av. Mariscal Sucre, y y Av. John F. Kennedy, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Chery+Condado/data=!4m7!3m6!1s0x91d585b68692fd65:0x4d5a6ea22ed2b97d!8m2!3d-0.1024867!4d-78.4902357!16s%2Fg%2F11txzm67w0!19sChIJZf2ShraF1ZERfbnSLqJuWk0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Urbancar","098 763 2976","info@urban-car.com; infoseminuevos@urban-car.com; mitaller@urban-car.com","4.1","128","https://urbancarautos.com/","sitio_propio","2024","false","Taller de automóviles","Av. Simón Bolívar, 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Urbancar/data=!4m7!3m6!1s0x91d58f0ab54e2b5d:0x704eb8e93b1a4ec0!8m2!3d-0.1105274!4d-78.458459!16s%2Fg%2F11c6lx85n_!19sChIJXStOtQqP1ZERwE4aO-m4TnA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Automekano - Agencia Galo Plaza","(02) 392-2369","cotizador@automekano.com","4.4","362","http://www.automekano.com/","sitio_propio","2026","false","Concesionario de automóviles","Av. Galo Plaza Lasso Francisco Namiña, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Automekano+-+Agencia+Galo+Plaza/data=!4m7!3m6!1s0x91d5855e02bfa9d7:0x27bdd6353f6376af!8m2!3d-0.1277629!4d-78.4806635!16s%2Fg%2F11h0k443b!19sChIJ16m_Al6F1ZERr3ZjPzXWvSc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Gama Autos Eloy Alfaro","098 823 9795","","4.6","25","https://www.facebook.com/Gamaautos.pc","solo_red_social","","true","Concesionario de automóviles","Av. Eloy Alfaro y De Las Madreselvas &, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Gama+Autos+Eloy+Alfaro/data=!4m7!3m6!1s0x91d59176acf7a62b:0xfdc74ccbdd457cbc!8m2!3d-0.1476098!4d-78.4689951!16s%2Fg%2F11v3k7bnj5!19sChIJK6b3rHaR1ZERvHxF3ctMx_0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Busimott Cia Ltda","(02) 350-0328","info@busimott.com","4.7","552","https://busimott.com/","sitio_propio","","false","Concesionario de automóviles","Av. Eloy Alfaro &, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Busimott+Cia+Ltda/data=!4m7!3m6!1s0x91d58f227952b653:0x1d170fc3991ae956!8m2!3d-0.1259544!4d-78.4718113!16s%2Fg%2F11j5fj222t!19sChIJU7ZSeSKP1ZERVukamcMPFx0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Urgentito | Autos Usados","099 862 9114","freiderwillertoledolaya@gmail.com; urgentitoibarraeme@gmail.com; urgentitoecuador@gmail.com; urgentitovalle@gmail.com; urgentitoredespomasqui@gmail.com; urgentitotumbaco@gmail.com","3.4","863","http://www.urgentito.com.ec/","sitio_propio","2026","false","Tienda de vehículos de segunda mano y de ocasión","diagonal a Solca Frente a la gasolinera Primax, Av. Eloy Alfaro, y y De los Fresnos","La Mariscal, Quito","https://www.google.com/maps/place/Urgentito+%7C+Autos+Usados/data=!4m7!3m6!1s0x91d58f6a14feb2c7:0x4bb1b23e75279a8!8m2!3d-0.1337044!4d-78.4709224!16s%2Fg%2F11g22nzrmv!19sChIJx7L-FGqP1ZERqHlS5yMbuwQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"BYD","(02) 601-2610","","4.1","69","","ninguno","","true","Concesionario de automóviles","Av. Galo Plaza Lasso, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/BYD/data=!4m7!3m6!1s0x91d5857c3c6e008d:0x5652503617cc8859!8m2!3d-0.1265385!4d-78.480773!16s%2Fg%2F11cjkdnj7d!19sChIJjQBuPHyF1ZERWYjMFzZQUlY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"STG Autos Usados","097 883 7786","","4.5","33","","ninguno","","true","Compraventa de automóviles","Av. Real Audiencia N65-215, 170303 Quito","La Mariscal, Quito","https://www.google.com/maps/place/STG+Autos+Usados/data=!4m7!3m6!1s0x91d5857bb5d2fffb:0x2290f6f6417540e8!8m2!3d-0.1156803!4d-78.4834925!16s%2Fg%2F11bx1y_yb2!19sChIJ-__StXuF1ZER6EB1Qfb2kCI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"BYD Auto - Galo Plaza","(02) 281-1378","","4.5","75","http://www.corasa.com.ec/","sitio_propio","","true","Concesionario de automóviles","Av. Galo Plaza Lasso &, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/BYD+Auto+-+Galo+Plaza/data=!4m7!3m6!1s0x91d59aafb49b3a8f:0x1df9f4b246291d51!8m2!3d-0.1301301!4d-78.4810337!16s%2Fg%2F11byyj977h!19sChIJjzqbtK-a1ZERUR0pRrL0-R0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Grupo Roldan Quito Norte / JAC Motors","098 105 5800","comercialroldan2018@gmail.com","4","369","https://gruporoldan.com.ec/","sitio_propio","","false","Concesionario de automóviles","Av Galo Plaza Lasso, y y Francisco Dalmau, 170310 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Grupo+Roldan+Quito+Norte+%2F+JAC+Motors/data=!4m7!3m6!1s0x91d5857f17a7e98b:0xdfd2316a1f475964!8m2!3d-0.1114076!4d-78.479285!16s%2Fg%2F11cjkqk8zl!19sChIJi-mnF3-F1ZERZFlHH2ox0t8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Autos MB","099 398 5484","ventas@autosmb.com.ec","4.6","8","http://autosmb.com.ec/","sitio_propio","","false","Concesionario de automóviles","De Los Arupos E1-66, 170307 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autos+MB/data=!4m7!3m6!1s0x91d58f2c7f62cc85:0x2c5a9a56b7c59a6a!8m2!3d-0.1119086!4d-78.47815!16s%2Fg%2F11kf46gf5k!19sChIJhcxifyyP1ZERaprFt1aaWiw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"CSG MOTORS","(02) 247-2292","","4.3","7","","ninguno","","true","Compraventa de automóviles","VGG9+VPM, Av. 10 de Agosto, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/CSG+MOTORS/data=!4m7!3m6!1s0x91d58563f68f22fb:0x39e4329be1da6dfb!8m2!3d-0.122789!4d-78.4806877!16s%2Fg%2F11c318nzzt!19sChIJ-yKP9mOF1ZER-23a4Zsy5Dk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"COGMOTORS SA","","","4.3","18","","ninguno","","true","Concesionario de autocaravanas","VGRR+PX8, Simon Bolivar Y, Panamericana Nte., 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/COGMOTORS+SA/data=!4m7!3m6!1s0x91d58f49b5e8bfcd:0x93a8c5b09aa36e88!8m2!3d-0.1082139!4d-78.4575589!16s%2Fg%2F11fpdclt_g!19sChIJzb_otUmP1ZERiG6jmrDFqJM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Kia - Asiauto Portal Shopping","1700 542 542","","3.1","15","https://www.kia.com/ec/shopping-tools/find-a-dealer.html","sitio_propio","2021","true","Concesionario Kia","Centro Comercial Portal Shopping, 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Kia+-+Asiauto+Portal+Shopping/data=!4m7!3m6!1s0x91d58f3607e8a1e3:0xb278bcf617385cac!8m2!3d-0.1083223!4d-78.4580771!16s%2Fg%2F11r4m1nyq9!19sChIJ46HoBzaP1ZERrFw4F_a8eLI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Hyundai TrustMotor - El Condado","099 910 1144","","3.5","55","","ninguno","","true","Concesionario Hyundai","Centro Comercial El Condado, Piso: 1, Av. de la Prensa s/n, Local: 101, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Hyundai+TrustMotor+-+El+Condado/data=!4m7!3m6!1s0x91d5859a53443661:0x4ed7d6b2ea3f6c77!8m2!3d-0.1028968!4d-78.4898183!16s%2Fg%2F11gnrxtt4c!19sChIJYTZEU5qF1ZERd2w_6rLW104?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Kia Seminuevos Certificados Galo Plaza Lasso","1700 542 542","","3.2","23","","ninguno","","true","Concesionario Kia","Av. 10 de Agosto y Sabanilla, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Kia+Seminuevos+Certificados+Galo+Plaza+Lasso/data=!4m7!3m6!1s0x91d5856965114245:0x7e686965bf3a3a0b!8m2!3d-0.123376!4d-78.48009!16s%2Fg%2F11q2c_bnmr!19sChIJRUIRZWmF1ZERCzo6v2VpaH4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Auto-Confianza","(02) 226-5289","","4.8","653","http://www.autoconfianza.com.ec/","sitio_propio","2026","false","Concesionario de automóviles","Junto a la gasolinera Terpel, Av. 10 de Agosto N6798 y, Av. Río Coca Esquina, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Auto-Confianza/data=!4m7!3m6!1s0x91d59a97f8da776d:0x13ea05637ac5ba25!8m2!3d-0.16167!4d-78.4855067!16s%2Fg%2F11gtccn1xs!19sChIJbXfa-Jea1ZERJbrFemMF6hM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
